,cell_type,sex,ann_finest_level,count
2015,"CD4-positive, alpha-beta T cell",male,Hillock-like,0
2016,"CD4-positive, alpha-beta T cell",male,Deuterosomal,0
2017,"CD4-positive, alpha-beta T cell",male,Multiciliated (nasal),0
2018,"CD4-positive, alpha-beta T cell",male,Multiciliated (non-nasal),0
2019,"CD4-positive, alpha-beta T cell",male,Club (non-nasal),0
2020,"CD4-positive, alpha-beta T cell",male,Club (nasal),0
2021,"CD4-positive, alpha-beta T cell",male,Goblet (nasal),0
2022,"CD4-positive, alpha-beta T cell",male,Goblet (bronchial),0
2023,"CD4-positive, alpha-beta T cell",male,Goblet (subsegmental),0
2024,"CD4-positive, alpha-beta T cell",male,AT0,0
2025,"CD4-positive, alpha-beta T cell",male,pre-TB secretory,0
2026,"CD4-positive, alpha-beta T cell",male,Ionocyte,0
2027,"CD4-positive, alpha-beta T cell",male,Tuft,0
2028,"CD4-positive, alpha-beta T cell",male,Neuroendocrine,0
2029,"CD4-positive, alpha-beta T cell",male,SMG serous (nasal),0
2030,"CD4-positive, alpha-beta T cell",male,SMG serous (bronchial),0
2031,"CD4-positive, alpha-beta T cell",male,SMG mucous,0
2032,"CD4-positive, alpha-beta T cell",male,SMG duct,0
2033,"CD4-positive, alpha-beta T cell",male,AT1,0
2034,"CD4-positive, alpha-beta T cell",male,AT2,0
2035,"CD4-positive, alpha-beta T cell",male,AT2 proliferating,0
2036,"CD4-positive, alpha-beta T cell",male,EC arterial,0
2037,"CD4-positive, alpha-beta T cell",male,EC aerocyte capillary,0
2038,"CD4-positive, alpha-beta T cell",male,EC general capillary,0
2039,"CD4-positive, alpha-beta T cell",male,EC venous systemic,0
2040,"CD4-positive, alpha-beta T cell",male,EC venous pulmonary,0
2041,"CD4-positive, alpha-beta T cell",male,Lymphatic EC mature,0
2042,"CD4-positive, alpha-beta T cell",male,Lymphatic EC proliferating,0
2043,"CD4-positive, alpha-beta T cell",male,Lymphatic EC differentiating,0
2044,"CD4-positive, alpha-beta T cell",male,Peribronchial fibroblasts,0
2045,"CD4-positive, alpha-beta T cell",male,Adventitial fibroblasts,0
2046,"CD4-positive, alpha-beta T cell",male,Alveolar fibroblasts,0
2047,"CD4-positive, alpha-beta T cell",male,Pericytes,0
2048,"CD4-positive, alpha-beta T cell",male,Subpleural fibroblasts,0
2049,"CD4-positive, alpha-beta T cell",male,Myofibroblasts,0
2050,"CD4-positive, alpha-beta T cell",male,Smooth muscle,0
2051,"CD4-positive, alpha-beta T cell",male,Smooth muscle FAM83D+,0
2052,"CD4-positive, alpha-beta T cell",male,SM activated stress response,0
2053,"CD4-positive, alpha-beta T cell",male,Mesothelium,0
2054,"CD4-positive, alpha-beta T cell",male,Hematopoietic stem cells,0
2055,"CD4-positive, alpha-beta T cell",male,B cells,0
2056,"CD4-positive, alpha-beta T cell",male,Plasma cells,0
2057,"CD4-positive, alpha-beta T cell",male,CD4 T cells,9194
2058,"CD4-positive, alpha-beta T cell",male,CD8 T cells,0
2059,"CD4-positive, alpha-beta T cell",male,T cells proliferating,0
2060,"CD4-positive, alpha-beta T cell",male,NK cells,0
2061,"CD4-positive, alpha-beta T cell",male,DC1,0
2062,"CD4-positive, alpha-beta T cell",male,DC2,0
2063,"CD4-positive, alpha-beta T cell",male,Migratory DCs,0
2064,"CD4-positive, alpha-beta T cell",male,Plasmacytoid DCs,0
2065,"CD4-positive, alpha-beta T cell",male,Alveolar macrophages,0
2066,"CD4-positive, alpha-beta T cell",male,Alveolar Mph CCL3+,0
2067,"CD4-positive, alpha-beta T cell",male,Alveolar Mph MT-positive,0
2068,"CD4-positive, alpha-beta T cell",male,Alveolar Mph proliferating,0
2069,"CD4-positive, alpha-beta T cell",male,Monocyte-derived Mph,0
2070,"CD4-positive, alpha-beta T cell",male,Interstitial Mph perivascular,0
2071,"CD4-positive, alpha-beta T cell",male,Classical monocytes,0
2072,"CD4-positive, alpha-beta T cell",male,Non-classical monocytes,0
2073,"CD4-positive, alpha-beta T cell",male,Mast cells,0
2074,"CD8-positive, alpha-beta T cell",female,Basal resting,0
2075,"CD8-positive, alpha-beta T cell",female,Suprabasal,0
2076,"CD8-positive, alpha-beta T cell",female,Hillock-like,0
2077,"CD8-positive, alpha-beta T cell",female,Deuterosomal,0
2078,"CD8-positive, alpha-beta T cell",female,Multiciliated (nasal),0
2079,"CD8-positive, alpha-beta T cell",female,Multiciliated (non-nasal),0
2080,"CD8-positive, alpha-beta T cell",female,Club (non-nasal),0
2081,"CD8-positive, alpha-beta T cell",female,Club (nasal),0
2082,"CD8-positive, alpha-beta T cell",female,Goblet (nasal),0
2083,"CD8-positive, alpha-beta T cell",female,Goblet (bronchial),0
2084,"CD8-positive, alpha-beta T cell",female,Goblet (subsegmental),0
2085,"CD8-positive, alpha-beta T cell",female,AT0,0
2086,"CD8-positive, alpha-beta T cell",female,pre-TB secretory,0
2087,"CD8-positive, alpha-beta T cell",female,Ionocyte,0
2088,"CD8-positive, alpha-beta T cell",female,Tuft,0
2089,"CD8-positive, alpha-beta T cell",female,Neuroendocrine,0
2090,"CD8-positive, alpha-beta T cell",female,SMG serous (nasal),0
2091,"CD8-positive, alpha-beta T cell",female,SMG serous (bronchial),0
2092,"CD8-positive, alpha-beta T cell",female,SMG mucous,0
2093,"CD8-positive, alpha-beta T cell",female,SMG duct,0
2094,"CD8-positive, alpha-beta T cell",female,AT1,0
2095,"CD8-positive, alpha-beta T cell",female,AT2,0
2096,"CD8-positive, alpha-beta T cell",female,AT2 proliferating,0
2097,"CD8-positive, alpha-beta T cell",female,EC arterial,0
2098,"CD8-positive, alpha-beta T cell",female,EC aerocyte capillary,0
2099,"CD8-positive, alpha-beta T cell",female,EC general capillary,0
2100,"CD8-positive, alpha-beta T cell",female,EC venous systemic,0
2101,"CD8-positive, alpha-beta T cell",female,EC venous pulmonary,0
2102,"CD8-positive, alpha-beta T cell",female,Lymphatic EC mature,0
2103,"CD8-positive, alpha-beta T cell",female,Lymphatic EC proliferating,0
2104,"CD8-positive, alpha-beta T cell",female,Lymphatic EC differentiating,0
2105,"CD8-positive, alpha-beta T cell",female,Peribronchial fibroblasts,0
2106,"CD8-positive, alpha-beta T cell",female,Adventitial fibroblasts,0
2107,"CD8-positive, alpha-beta T cell",female,Alveolar fibroblasts,0
2108,"CD8-positive, alpha-beta T cell",female,Pericytes,0
2109,"CD8-positive, alpha-beta T cell",female,Subpleural fibroblasts,0
2110,"CD8-positive, alpha-beta T cell",female,Myofibroblasts,0
2111,"CD8-positive, alpha-beta T cell",female,Smooth muscle,0
2112,"CD8-positive, alpha-beta T cell",female,Smooth muscle FAM83D+,0
2113,"CD8-positive, alpha-beta T cell",female,SM activated stress response,0
2114,"CD8-positive, alpha-beta T cell",female,Mesothelium,0
2115,"CD8-positive, alpha-beta T cell",female,Hematopoietic stem cells,0
2116,"CD8-positive, alpha-beta T cell",female,B cells,0
2117,"CD8-positive, alpha-beta T cell",female,Plasma cells,0
2118,"CD8-positive, alpha-beta T cell",female,CD4 T cells,0
2119,"CD8-positive, alpha-beta T cell",female,CD8 T cells,11300
2120,"CD8-positive, alpha-beta T cell",female,T cells proliferating,0
2121,"CD8-positive, alpha-beta T cell",female,NK cells,0
2122,"CD8-positive, alpha-beta T cell",female,DC1,0
2123,"CD8-positive, alpha-beta T cell",female,DC2,0
2124,"CD8-positive, alpha-beta T cell",female,Migratory DCs,0
2125,"CD8-positive, alpha-beta T cell",female,Plasmacytoid DCs,0
2126,"CD8-positive, alpha-beta T cell",female,Alveolar macrophages,0
2127,"CD8-positive, alpha-beta T cell",female,Alveolar Mph CCL3+,0
2128,"CD8-positive, alpha-beta T cell",female,Alveolar Mph MT-positive,0
2129,"CD8-positive, alpha-beta T cell",female,Alveolar Mph proliferating,0
2130,"CD8-positive, alpha-beta T cell",female,Monocyte-derived Mph,0
2131,"CD8-positive, alpha-beta T cell",female,Interstitial Mph perivascular,0
2132,"CD8-positive, alpha-beta T cell",female,Classical monocytes,0
2133,"CD8-positive, alpha-beta T cell",female,Non-classical monocytes,0
2134,"CD8-positive, alpha-beta T cell",female,Mast cells,0
2135,"CD8-positive, alpha-beta T cell",male,Basal resting,0
2136,"CD8-positive, alpha-beta T cell",male,Suprabasal,0
2137,"CD8-positive, alpha-beta T cell",male,Hillock-like,0
2138,"CD8-positive, alpha-beta T cell",male,Deuterosomal,0
2139,"CD8-positive, alpha-beta T cell",male,Multiciliated (nasal),0
2140,"CD8-positive, alpha-beta T cell",male,Multiciliated (non-nasal),0
2141,"CD8-positive, alpha-beta T cell",male,Club (non-nasal),0
2142,"CD8-positive, alpha-beta T cell",male,Club (nasal),0
2143,"CD8-positive, alpha-beta T cell",male,Goblet (nasal),0
2144,"CD8-positive, alpha-beta T cell",male,Goblet (bronchial),0
2145,"CD8-positive, alpha-beta T cell",male,Goblet (subsegmental),0
2146,"CD8-positive, alpha-beta T cell",male,AT0,0
2147,"CD8-positive, alpha-beta T cell",male,pre-TB secretory,0
2148,"CD8-positive, alpha-beta T cell",male,Ionocyte,0
2149,"CD8-positive, alpha-beta T cell",male,Tuft,0
2150,"CD8-positive, alpha-beta T cell",male,Neuroendocrine,0
2151,"CD8-positive, alpha-beta T cell",male,SMG serous (nasal),0
2152,"CD8-positive, alpha-beta T cell",male,SMG serous (bronchial),0
2153,"CD8-positive, alpha-beta T cell",male,SMG mucous,0
2154,"CD8-positive, alpha-beta T cell",male,SMG duct,0
2155,"CD8-positive, alpha-beta T cell",male,AT1,0
2156,"CD8-positive, alpha-beta T cell",male,AT2,0
2157,"CD8-positive, alpha-beta T cell",male,AT2 proliferating,0
2158,"CD8-positive, alpha-beta T cell",male,EC arterial,0
2159,"CD8-positive, alpha-beta T cell",male,EC aerocyte capillary,0
2160,"CD8-positive, alpha-beta T cell",male,EC general capillary,0
2161,"CD8-positive, alpha-beta T cell",male,EC venous systemic,0
2162,"CD8-positive, alpha-beta T cell",male,EC venous pulmonary,0
2163,"CD8-positive, alpha-beta T cell",male,Lymphatic EC mature,0
2164,"CD8-positive, alpha-beta T cell",male,Lymphatic EC proliferating,0
2165,"CD8-positive, alpha-beta T cell",male,Lymphatic EC differentiating,0
2166,"CD8-positive, alpha-beta T cell",male,Peribronchial fibroblasts,0
2167,"CD8-positive, alpha-beta T cell",male,Adventitial fibroblasts,0
2168,"CD8-positive, alpha-beta T cell",male,Alveolar fibroblasts,0
2169,"CD8-positive, alpha-beta T cell",male,Pericytes,0
2170,"CD8-positive, alpha-beta T cell",male,Subpleural fibroblasts,0
2171,"CD8-positive, alpha-beta T cell",male,Myofibroblasts,0
2172,"CD8-positive, alpha-beta T cell",male,Smooth muscle,0
2173,"CD8-positive, alpha-beta T cell",male,Smooth muscle FAM83D+,0
2174,"CD8-positive, alpha-beta T cell",male,SM activated stress response,0
2175,"CD8-positive, alpha-beta T cell",male,Mesothelium,0
2176,"CD8-positive, alpha-beta T cell",male,Hematopoietic stem cells,0
2177,"CD8-positive, alpha-beta T cell",male,B cells,0
2178,"CD8-positive, alpha-beta T cell",male,Plasma cells,0
2179,"CD8-positive, alpha-beta T cell",male,CD4 T cells,0
2180,"CD8-positive, alpha-beta T cell",male,CD8 T cells,17774
2181,"CD8-positive, alpha-beta T cell",male,T cells proliferating,0
2182,"CD8-positive, alpha-beta T cell",male,NK cells,0
2183,"CD8-positive, alpha-beta T cell",male,DC1,0
2184,"CD8-positive, alpha-beta T cell",male,DC2,0
2185,"CD8-positive, alpha-beta T cell",male,Migratory DCs,0
2186,"CD8-positive, alpha-beta T cell",male,Plasmacytoid DCs,0
2187,"CD8-positive, alpha-beta T cell",male,Alveolar macrophages,0
2188,"CD8-positive, alpha-beta T cell",male,Alveolar Mph CCL3+,0
2189,"CD8-positive, alpha-beta T cell",male,Alveolar Mph MT-positive,0
2190,"CD8-positive, alpha-beta T cell",male,Alveolar Mph proliferating,0
2191,"CD8-positive, alpha-beta T cell",male,Monocyte-derived Mph,0
2192,"CD8-positive, alpha-beta T cell",male,Interstitial Mph perivascular,0
2193,"CD8-positive, alpha-beta T cell",male,Classical monocytes,0
2194,"CD8-positive, alpha-beta T cell",male,Non-classical monocytes,0
2195,"CD8-positive, alpha-beta T cell",male,Mast cells,0
2196,plasmacytoid dendritic cell,female,Basal resting,0
2197,plasmacytoid dendritic cell,female,Suprabasal,0
2198,plasmacytoid dendritic cell,female,Hillock-like,0
2199,plasmacytoid dendritic cell,female,Deuterosomal,0
2200,plasmacytoid dendritic cell,female,Multiciliated (nasal),0
2201,plasmacytoid dendritic cell,female,Multiciliated (non-nasal),0
2202,plasmacytoid dendritic cell,female,Club (non-nasal),0
2203,plasmacytoid dendritic cell,female,Club (nasal),0
2204,plasmacytoid dendritic cell,female,Goblet (nasal),0
2205,plasmacytoid dendritic cell,female,Goblet (bronchial),0
2206,plasmacytoid dendritic cell,female,Goblet (subsegmental),0
2207,plasmacytoid dendritic cell,female,AT0,0
2208,plasmacytoid dendritic cell,female,pre-TB secretory,0
2209,plasmacytoid dendritic cell,female,Ionocyte,0
2210,plasmacytoid dendritic cell,female,Tuft,0
2211,plasmacytoid dendritic cell,female,Neuroendocrine,0
2212,plasmacytoid dendritic cell,female,SMG serous (nasal),0
2213,plasmacytoid dendritic cell,female,SMG serous (bronchial),0
2214,plasmacytoid dendritic cell,female,SMG mucous,0
2215,plasmacytoid dendritic cell,female,SMG duct,0
2216,plasmacytoid dendritic cell,female,AT1,0
2217,plasmacytoid dendritic cell,female,AT2,0
2218,plasmacytoid dendritic cell,female,AT2 proliferating,0
2219,plasmacytoid dendritic cell,female,EC arterial,0
2220,plasmacytoid dendritic cell,female,EC aerocyte capillary,0
2221,plasmacytoid dendritic cell,female,EC general capillary,0
2222,plasmacytoid dendritic cell,female,EC venous systemic,0
2223,plasmacytoid dendritic cell,female,EC venous pulmonary,0
2224,plasmacytoid dendritic cell,female,Lymphatic EC mature,0
2225,plasmacytoid dendritic cell,female,Lymphatic EC proliferating,0
2226,plasmacytoid dendritic cell,female,Lymphatic EC differentiating,0
2227,plasmacytoid dendritic cell,female,Peribronchial fibroblasts,0
2228,plasmacytoid dendritic cell,female,Adventitial fibroblasts,0
2229,plasmacytoid dendritic cell,female,Alveolar fibroblasts,0
2230,plasmacytoid dendritic cell,female,Pericytes,0
2231,plasmacytoid dendritic cell,female,Subpleural fibroblasts,0
2232,plasmacytoid dendritic cell,female,Myofibroblasts,0
2233,plasmacytoid dendritic cell,female,Smooth muscle,0
2234,plasmacytoid dendritic cell,female,Smooth muscle FAM83D+,0
2235,plasmacytoid dendritic cell,female,SM activated stress response,0
2236,plasmacytoid dendritic cell,female,Mesothelium,0
2237,plasmacytoid dendritic cell,female,Hematopoietic stem cells,0
2238,plasmacytoid dendritic cell,female,B cells,0
2239,plasmacytoid dendritic cell,female,Plasma cells,0
2240,plasmacytoid dendritic cell,female,CD4 T cells,0
2241,plasmacytoid dendritic cell,female,CD8 T cells,0
2242,plasmacytoid dendritic cell,female,T cells proliferating,0
2243,plasmacytoid dendritic cell,female,NK cells,0
2244,plasmacytoid dendritic cell,female,DC1,0
2245,plasmacytoid dendritic cell,female,DC2,0
2246,plasmacytoid dendritic cell,female,Migratory DCs,0
2247,plasmacytoid dendritic cell,female,Plasmacytoid DCs,166
2248,plasmacytoid dendritic cell,female,Alveolar macrophages,0
2249,plasmacytoid dendritic cell,female,Alveolar Mph CCL3+,0
2250,plasmacytoid dendritic cell,female,Alveolar Mph MT-positive,0
2251,plasmacytoid dendritic cell,female,Alveolar Mph proliferating,0
2252,plasmacytoid dendritic cell,female,Monocyte-derived Mph,0
2253,plasmacytoid dendritic cell,female,Interstitial Mph perivascular,0
2254,plasmacytoid dendritic cell,female,Classical monocytes,0
2255,plasmacytoid dendritic cell,female,Non-classical monocytes,0
2256,plasmacytoid dendritic cell,female,Mast cells,0
2257,plasmacytoid dendritic cell,male,Basal resting,0
2258,plasmacytoid dendritic cell,male,Suprabasal,0
2259,plasmacytoid dendritic cell,male,Hillock-like,0
2260,plasmacytoid dendritic cell,male,Deuterosomal,0
2261,plasmacytoid dendritic cell,male,Multiciliated (nasal),0
2262,plasmacytoid dendritic cell,male,Multiciliated (non-nasal),0
2263,plasmacytoid dendritic cell,male,Club (non-nasal),0
2264,plasmacytoid dendritic cell,male,Club (nasal),0
2265,plasmacytoid dendritic cell,male,Goblet (nasal),0
2266,plasmacytoid dendritic cell,male,Goblet (bronchial),0
2267,plasmacytoid dendritic cell,male,Goblet (subsegmental),0
2268,plasmacytoid dendritic cell,male,AT0,0
2269,plasmacytoid dendritic cell,male,pre-TB secretory,0
2270,plasmacytoid dendritic cell,male,Ionocyte,0
2271,plasmacytoid dendritic cell,male,Tuft,0
2272,plasmacytoid dendritic cell,male,Neuroendocrine,0
2273,plasmacytoid dendritic cell,male,SMG serous (nasal),0
2274,plasmacytoid dendritic cell,male,SMG serous (bronchial),0
2275,plasmacytoid dendritic cell,male,SMG mucous,0
2276,plasmacytoid dendritic cell,male,SMG duct,0
2277,plasmacytoid dendritic cell,male,AT1,0
2278,plasmacytoid dendritic cell,male,AT2,0
2279,plasmacytoid dendritic cell,male,AT2 proliferating,0
2280,plasmacytoid dendritic cell,male,EC arterial,0
2281,plasmacytoid dendritic cell,male,EC aerocyte capillary,0
2282,plasmacytoid dendritic cell,male,EC general capillary,0
2283,plasmacytoid dendritic cell,male,EC venous systemic,0
2284,plasmacytoid dendritic cell,male,EC venous pulmonary,0
2285,plasmacytoid dendritic cell,male,Lymphatic EC mature,0
2286,plasmacytoid dendritic cell,male,Lymphatic EC proliferating,0
2287,plasmacytoid dendritic cell,male,Lymphatic EC differentiating,0
2288,plasmacytoid dendritic cell,male,Peribronchial fibroblasts,0
2289,plasmacytoid dendritic cell,male,Adventitial fibroblasts,0
2290,plasmacytoid dendritic cell,male,Alveolar fibroblasts,0
2291,plasmacytoid dendritic cell,male,Pericytes,0
2292,plasmacytoid dendritic cell,male,Subpleural fibroblasts,0
2293,plasmacytoid dendritic cell,male,Myofibroblasts,0
