cell_type,ann_level_1,ann_level_5,0
elicited macrophage,Stroma,Multiciliated (nasal),0
elicited macrophage,Stroma,Multiciliated (non-nasal),0
elicited macrophage,Stroma,None,0
elicited macrophage,Stroma,SMG serous (bronchial),0
elicited macrophage,Stroma,SMG serous (nasal),0
elicited macrophage,Stroma,pre-TB secretory,0
non-classical monocyte,Endothelial,AT0,0
non-classical monocyte,Endothelial,Alveolar Mph CCL3+,0
non-classical monocyte,Endothelial,Alveolar Mph MT-positive,0
non-classical monocyte,Endothelial,Alveolar Mph proliferating,0
non-classical monocyte,Endothelial,Club (nasal),0
non-classical monocyte,Endothelial,Club (non-nasal),0
non-classical monocyte,Endothelial,Goblet (bronchial),0
non-classical monocyte,Endothelial,Goblet (nasal),0
non-classical monocyte,Endothelial,Goblet (subsegmental),0
non-classical monocyte,Endothelial,Interstitial Mph perivascular,0
non-classical monocyte,Endothelial,Monocyte-derived Mph,0
non-classical monocyte,Endothelial,Multiciliated (nasal),0
non-classical monocyte,Endothelial,Multiciliated (non-nasal),0
non-classical monocyte,Endothelial,None,0
non-classical monocyte,Endothelial,SMG serous (bronchial),0
non-classical monocyte,Endothelial,SMG serous (nasal),0
non-classical monocyte,Endothelial,pre-TB secretory,0
non-classical monocyte,Epithelial,AT0,0
non-classical monocyte,Epithelial,Alveolar Mph CCL3+,0
non-classical monocyte,Epithelial,Alveolar Mph MT-positive,0
non-classical monocyte,Epithelial,Alveolar Mph proliferating,0
non-classical monocyte,Epithelial,Club (nasal),0
non-classical monocyte,Epithelial,Club (non-nasal),0
non-classical monocyte,Epithelial,Goblet (bronchial),0
non-classical monocyte,Epithelial,Goblet (nasal),0
non-classical monocyte,Epithelial,Goblet (subsegmental),0
non-classical monocyte,Epithelial,Interstitial Mph perivascular,0
non-classical monocyte,Epithelial,Monocyte-derived Mph,0
non-classical monocyte,Epithelial,Multiciliated (nasal),0
non-classical monocyte,Epithelial,Multiciliated (non-nasal),0
non-classical monocyte,Epithelial,None,0
non-classical monocyte,Epithelial,SMG serous (bronchial),0
non-classical monocyte,Epithelial,SMG serous (nasal),0
non-classical monocyte,Epithelial,pre-TB secretory,0
non-classical monocyte,Immune,AT0,0
non-classical monocyte,Immune,Alveolar Mph CCL3+,0
non-classical monocyte,Immune,Alveolar Mph MT-positive,0
non-classical monocyte,Immune,Alveolar Mph proliferating,0
non-classical monocyte,Immune,Club (nasal),0
non-classical monocyte,Immune,Club (non-nasal),0
non-classical monocyte,Immune,Goblet (bronchial),0
non-classical monocyte,Immune,Goblet (nasal),0
non-classical monocyte,Immune,Goblet (subsegmental),0
non-classical monocyte,Immune,Interstitial Mph perivascular,0
non-classical monocyte,Immune,Monocyte-derived Mph,0
non-classical monocyte,Immune,Multiciliated (nasal),0
non-classical monocyte,Immune,Multiciliated (non-nasal),0
non-classical monocyte,Immune,None,8834
non-classical monocyte,Immune,SMG serous (bronchial),0
non-classical monocyte,Immune,SMG serous (nasal),0
non-classical monocyte,Immune,pre-TB secretory,0
non-classical monocyte,Stroma,AT0,0
non-classical monocyte,Stroma,Alveolar Mph CCL3+,0
non-classical monocyte,Stroma,Alveolar Mph MT-positive,0
non-classical monocyte,Stroma,Alveolar Mph proliferating,0
non-classical monocyte,Stroma,Club (nasal),0
non-classical monocyte,Stroma,Club (non-nasal),0
non-classical monocyte,Stroma,Goblet (bronchial),0
non-classical monocyte,Stroma,Goblet (nasal),0
non-classical monocyte,Stroma,Goblet (subsegmental),0
non-classical monocyte,Stroma,Interstitial Mph perivascular,0
non-classical monocyte,Stroma,Monocyte-derived Mph,0
non-classical monocyte,Stroma,Multiciliated (nasal),0
non-classical monocyte,Stroma,Multiciliated (non-nasal),0
non-classical monocyte,Stroma,None,0
non-classical monocyte,Stroma,SMG serous (bronchial),0
non-classical monocyte,Stroma,SMG serous (nasal),0
non-classical monocyte,Stroma,pre-TB secretory,0
conventional dendritic cell,Endothelial,AT0,0
conventional dendritic cell,Endothelial,Alveolar Mph CCL3+,0
conventional dendritic cell,Endothelial,Alveolar Mph MT-positive,0
conventional dendritic cell,Endothelial,Alveolar Mph proliferating,0
conventional dendritic cell,Endothelial,Club (nasal),0
conventional dendritic cell,Endothelial,Club (non-nasal),0
conventional dendritic cell,Endothelial,Goblet (bronchial),0
conventional dendritic cell,Endothelial,Goblet (nasal),0
conventional dendritic cell,Endothelial,Goblet (subsegmental),0
conventional dendritic cell,Endothelial,Interstitial Mph perivascular,0
conventional dendritic cell,Endothelial,Monocyte-derived Mph,0
conventional dendritic cell,Endothelial,Multiciliated (nasal),0
conventional dendritic cell,Endothelial,Multiciliated (non-nasal),0
conventional dendritic cell,Endothelial,None,0
conventional dendritic cell,Endothelial,SMG serous (bronchial),0
conventional dendritic cell,Endothelial,SMG serous (nasal),0
conventional dendritic cell,Endothelial,pre-TB secretory,0
conventional dendritic cell,Epithelial,AT0,0
conventional dendritic cell,Epithelial,Alveolar Mph CCL3+,0
conventional dendritic cell,Epithelial,Alveolar Mph MT-positive,0
conventional dendritic cell,Epithelial,Alveolar Mph proliferating,0
conventional dendritic cell,Epithelial,Club (nasal),0
conventional dendritic cell,Epithelial,Club (non-nasal),0
conventional dendritic cell,Epithelial,Goblet (bronchial),0
conventional dendritic cell,Epithelial,Goblet (nasal),0
conventional dendritic cell,Epithelial,Goblet (subsegmental),0
conventional dendritic cell,Epithelial,Interstitial Mph perivascular,0
conventional dendritic cell,Epithelial,Monocyte-derived Mph,0
conventional dendritic cell,Epithelial,Multiciliated (nasal),0
conventional dendritic cell,Epithelial,Multiciliated (non-nasal),0
conventional dendritic cell,Epithelial,None,0
conventional dendritic cell,Epithelial,SMG serous (bronchial),0
conventional dendritic cell,Epithelial,SMG serous (nasal),0
conventional dendritic cell,Epithelial,pre-TB secretory,0
conventional dendritic cell,Immune,AT0,0
conventional dendritic cell,Immune,Alveolar Mph CCL3+,0
conventional dendritic cell,Immune,Alveolar Mph MT-positive,0
conventional dendritic cell,Immune,Alveolar Mph proliferating,0
conventional dendritic cell,Immune,Club (nasal),0
conventional dendritic cell,Immune,Club (non-nasal),0
conventional dendritic cell,Immune,Goblet (bronchial),0
conventional dendritic cell,Immune,Goblet (nasal),0
conventional dendritic cell,Immune,Goblet (subsegmental),0
conventional dendritic cell,Immune,Interstitial Mph perivascular,0
conventional dendritic cell,Immune,Monocyte-derived Mph,0
conventional dendritic cell,Immune,Multiciliated (nasal),0
conventional dendritic cell,Immune,Multiciliated (non-nasal),0
conventional dendritic cell,Immune,None,322
conventional dendritic cell,Immune,SMG serous (bronchial),0
conventional dendritic cell,Immune,SMG serous (nasal),0
conventional dendritic cell,Immune,pre-TB secretory,0
conventional dendritic cell,Stroma,AT0,0
conventional dendritic cell,Stroma,Alveolar Mph CCL3+,0
conventional dendritic cell,Stroma,Alveolar Mph MT-positive,0
conventional dendritic cell,Stroma,Alveolar Mph proliferating,0
conventional dendritic cell,Stroma,Club (nasal),0
conventional dendritic cell,Stroma,Club (non-nasal),0
conventional dendritic cell,Stroma,Goblet (bronchial),0
conventional dendritic cell,Stroma,Goblet (nasal),0
conventional dendritic cell,Stroma,Goblet (subsegmental),0
conventional dendritic cell,Stroma,Interstitial Mph perivascular,0
conventional dendritic cell,Stroma,Monocyte-derived Mph,0
conventional dendritic cell,Stroma,Multiciliated (nasal),0
conventional dendritic cell,Stroma,Multiciliated (non-nasal),0
conventional dendritic cell,Stroma,None,0
conventional dendritic cell,Stroma,SMG serous (bronchial),0
conventional dendritic cell,Stroma,SMG serous (nasal),0
conventional dendritic cell,Stroma,pre-TB secretory,0
type I pneumocyte,Endothelial,AT0,0
type I pneumocyte,Endothelial,Alveolar Mph CCL3+,0
type I pneumocyte,Endothelial,Alveolar Mph MT-positive,0
type I pneumocyte,Endothelial,Alveolar Mph proliferating,0
type I pneumocyte,Endothelial,Club (nasal),0
type I pneumocyte,Endothelial,Club (non-nasal),0
type I pneumocyte,Endothelial,Goblet (bronchial),0
type I pneumocyte,Endothelial,Goblet (nasal),0
type I pneumocyte,Endothelial,Goblet (subsegmental),0
type I pneumocyte,Endothelial,Interstitial Mph perivascular,0
type I pneumocyte,Endothelial,Monocyte-derived Mph,0
type I pneumocyte,Endothelial,Multiciliated (nasal),0
type I pneumocyte,Endothelial,Multiciliated (non-nasal),0
type I pneumocyte,Endothelial,None,0
type I pneumocyte,Endothelial,SMG serous (bronchial),0
type I pneumocyte,Endothelial,SMG serous (nasal),0
type I pneumocyte,Endothelial,pre-TB secretory,0
type I pneumocyte,Epithelial,AT0,0
type I pneumocyte,Epithelial,Alveolar Mph CCL3+,0
type I pneumocyte,Epithelial,Alveolar Mph MT-positive,0
type I pneumocyte,Epithelial,Alveolar Mph proliferating,0
type I pneumocyte,Epithelial,Club (nasal),0
type I pneumocyte,Epithelial,Club (non-nasal),0
type I pneumocyte,Epithelial,Goblet (bronchial),0
type I pneumocyte,Epithelial,Goblet (nasal),0
type I pneumocyte,Epithelial,Goblet (subsegmental),0
type I pneumocyte,Epithelial,Interstitial Mph perivascular,0
type I pneumocyte,Epithelial,Monocyte-derived Mph,0
type I pneumocyte,Epithelial,Multiciliated (nasal),0
type I pneumocyte,Epithelial,Multiciliated (non-nasal),0
type I pneumocyte,Epithelial,None,7937
type I pneumocyte,Epithelial,SMG serous (bronchial),0
type I pneumocyte,Epithelial,SMG serous (nasal),0
type I pneumocyte,Epithelial,pre-TB secretory,0
type I pneumocyte,Immune,AT0,0
type I pneumocyte,Immune,Alveolar Mph CCL3+,0
type I pneumocyte,Immune,Alveolar Mph MT-positive,0
type I pneumocyte,Immune,Alveolar Mph proliferating,0
type I pneumocyte,Immune,Club (nasal),0
type I pneumocyte,Immune,Club (non-nasal),0
type I pneumocyte,Immune,Goblet (bronchial),0
type I pneumocyte,Immune,Goblet (nasal),0
type I pneumocyte,Immune,Goblet (subsegmental),0
type I pneumocyte,Immune,Interstitial Mph perivascular,0
type I pneumocyte,Immune,Monocyte-derived Mph,0
type I pneumocyte,Immune,Multiciliated (nasal),0
type I pneumocyte,Immune,Multiciliated (non-nasal),0
type I pneumocyte,Immune,None,0
type I pneumocyte,Immune,SMG serous (bronchial),0
type I pneumocyte,Immune,SMG serous (nasal),0
type I pneumocyte,Immune,pre-TB secretory,0
type I pneumocyte,Stroma,AT0,0
type I pneumocyte,Stroma,Alveolar Mph CCL3+,0
type I pneumocyte,Stroma,Alveolar Mph MT-positive,0
type I pneumocyte,Stroma,Alveolar Mph proliferating,0
type I pneumocyte,Stroma,Club (nasal),0
type I pneumocyte,Stroma,Club (non-nasal),0
type I pneumocyte,Stroma,Goblet (bronchial),0
type I pneumocyte,Stroma,Goblet (nasal),0
type I pneumocyte,Stroma,Goblet (subsegmental),0
type I pneumocyte,Stroma,Interstitial Mph perivascular,0
type I pneumocyte,Stroma,Monocyte-derived Mph,0
type I pneumocyte,Stroma,Multiciliated (nasal),0
type I pneumocyte,Stroma,Multiciliated (non-nasal),0
type I pneumocyte,Stroma,None,0
type I pneumocyte,Stroma,SMG serous (bronchial),0
type I pneumocyte,Stroma,SMG serous (nasal),0
type I pneumocyte,Stroma,pre-TB secretory,0
type II pneumocyte,Endothelial,AT0,0
type II pneumocyte,Endothelial,Alveolar Mph CCL3+,0
type II pneumocyte,Endothelial,Alveolar Mph MT-positive,0
type II pneumocyte,Endothelial,Alveolar Mph proliferating,0
type II pneumocyte,Endothelial,Club (nasal),0
type II pneumocyte,Endothelial,Club (non-nasal),0
type II pneumocyte,Endothelial,Goblet (bronchial),0
type II pneumocyte,Endothelial,Goblet (nasal),0
type II pneumocyte,Endothelial,Goblet (subsegmental),0
type II pneumocyte,Endothelial,Interstitial Mph perivascular,0
type II pneumocyte,Endothelial,Monocyte-derived Mph,0
type II pneumocyte,Endothelial,Multiciliated (nasal),0
type II pneumocyte,Endothelial,Multiciliated (non-nasal),0
type II pneumocyte,Endothelial,None,0
type II pneumocyte,Endothelial,SMG serous (bronchial),0
type II pneumocyte,Endothelial,SMG serous (nasal),0
type II pneumocyte,Endothelial,pre-TB secretory,0
type II pneumocyte,Epithelial,AT0,0
type II pneumocyte,Epithelial,Alveolar Mph CCL3+,0
type II pneumocyte,Epithelial,Alveolar Mph MT-positive,0
type II pneumocyte,Epithelial,Alveolar Mph proliferating,0
type II pneumocyte,Epithelial,Club (nasal),0
type II pneumocyte,Epithelial,Club (non-nasal),0
type II pneumocyte,Epithelial,Goblet (bronchial),0
type II pneumocyte,Epithelial,Goblet (nasal),0
type II pneumocyte,Epithelial,Goblet (subsegmental),0
type II pneumocyte,Epithelial,Interstitial Mph perivascular,0
type II pneumocyte,Epithelial,Monocyte-derived Mph,0
type II pneumocyte,Epithelial,Multiciliated (nasal),0
type II pneumocyte,Epithelial,Multiciliated (non-nasal),0
type II pneumocyte,Epithelial,None,62405
type II pneumocyte,Epithelial,SMG serous (bronchial),0
type II pneumocyte,Epithelial,SMG serous (nasal),0
type II pneumocyte,Epithelial,pre-TB secretory,0
type II pneumocyte,Immune,AT0,0
type II pneumocyte,Immune,Alveolar Mph CCL3+,0
type II pneumocyte,Immune,Alveolar Mph MT-positive,0
type II pneumocyte,Immune,Alveolar Mph proliferating,0
type II pneumocyte,Immune,Club (nasal),0
type II pneumocyte,Immune,Club (non-nasal),0
type II pneumocyte,Immune,Goblet (bronchial),0
type II pneumocyte,Immune,Goblet (nasal),0
type II pneumocyte,Immune,Goblet (subsegmental),0
type II pneumocyte,Immune,Interstitial Mph perivascular,0
type II pneumocyte,Immune,Monocyte-derived Mph,0
type II pneumocyte,Immune,Multiciliated (nasal),0
type II pneumocyte,Immune,Multiciliated (non-nasal),0
type II pneumocyte,Immune,None,0
type II pneumocyte,Immune,SMG serous (bronchial),0
type II pneumocyte,Immune,SMG serous (nasal),0
type II pneumocyte,Immune,pre-TB secretory,0
type II pneumocyte,Stroma,AT0,0
type II pneumocyte,Stroma,Alveolar Mph CCL3+,0
type II pneumocyte,Stroma,Alveolar Mph MT-positive,0
type II pneumocyte,Stroma,Alveolar Mph proliferating,0
type II pneumocyte,Stroma,Club (nasal),0
type II pneumocyte,Stroma,Club (non-nasal),0
type II pneumocyte,Stroma,Goblet (bronchial),0
type II pneumocyte,Stroma,Goblet (nasal),0
type II pneumocyte,Stroma,Goblet (subsegmental),0
type II pneumocyte,Stroma,Interstitial Mph perivascular,0
type II pneumocyte,Stroma,Monocyte-derived Mph,0
type II pneumocyte,Stroma,Multiciliated (nasal),0
type II pneumocyte,Stroma,Multiciliated (non-nasal),0
type II pneumocyte,Stroma,None,0
type II pneumocyte,Stroma,SMG serous (bronchial),0
type II pneumocyte,Stroma,SMG serous (nasal),0
type II pneumocyte,Stroma,pre-TB secretory,0
brush cell of trachebronchial tree,Endothelial,AT0,0
brush cell of trachebronchial tree,Endothelial,Alveolar Mph CCL3+,0
brush cell of trachebronchial tree,Endothelial,Alveolar Mph MT-positive,0
brush cell of trachebronchial tree,Endothelial,Alveolar Mph proliferating,0
brush cell of trachebronchial tree,Endothelial,Club (nasal),0
brush cell of trachebronchial tree,Endothelial,Club (non-nasal),0
brush cell of trachebronchial tree,Endothelial,Goblet (bronchial),0
brush cell of trachebronchial tree,Endothelial,Goblet (nasal),0
brush cell of trachebronchial tree,Endothelial,Goblet (subsegmental),0
brush cell of trachebronchial tree,Endothelial,Interstitial Mph perivascular,0
brush cell of trachebronchial tree,Endothelial,Monocyte-derived Mph,0
brush cell of trachebronchial tree,Endothelial,Multiciliated (nasal),0
brush cell of trachebronchial tree,Endothelial,Multiciliated (non-nasal),0
brush cell of trachebronchial tree,Endothelial,None,0
brush cell of trachebronchial tree,Endothelial,SMG serous (bronchial),0
brush cell of trachebronchial tree,Endothelial,SMG serous (nasal),0
brush cell of trachebronchial tree,Endothelial,pre-TB secretory,0
brush cell of trachebronchial tree,Epithelial,AT0,0
brush cell of trachebronchial tree,Epithelial,Alveolar Mph CCL3+,0
brush cell of trachebronchial tree,Epithelial,Alveolar Mph MT-positive,0
brush cell of trachebronchial tree,Epithelial,Alveolar Mph proliferating,0
brush cell of trachebronchial tree,Epithelial,Club (nasal),0
brush cell of trachebronchial tree,Epithelial,Club (non-nasal),0
brush cell of trachebronchial tree,Epithelial,Goblet (bronchial),0
brush cell of trachebronchial tree,Epithelial,Goblet (nasal),0
brush cell of trachebronchial tree,Epithelial,Goblet (subsegmental),0
brush cell of trachebronchial tree,Epithelial,Interstitial Mph perivascular,0
brush cell of trachebronchial tree,Epithelial,Monocyte-derived Mph,0
brush cell of trachebronchial tree,Epithelial,Multiciliated (nasal),0
brush cell of trachebronchial tree,Epithelial,Multiciliated (non-nasal),0
brush cell of trachebronchial tree,Epithelial,None,165
brush cell of trachebronchial tree,Epithelial,SMG serous (bronchial),0
brush cell of trachebronchial tree,Epithelial,SMG serous (nasal),0
brush cell of trachebronchial tree,Epithelial,pre-TB secretory,0
brush cell of trachebronchial tree,Immune,AT0,0
brush cell of trachebronchial tree,Immune,Alveolar Mph CCL3+,0
brush cell of trachebronchial tree,Immune,Alveolar Mph MT-positive,0
brush cell of trachebronchial tree,Immune,Alveolar Mph proliferating,0
brush cell of trachebronchial tree,Immune,Club (nasal),0
brush cell of trachebronchial tree,Immune,Club (non-nasal),0
brush cell of trachebronchial tree,Immune,Goblet (bronchial),0
brush cell of trachebronchial tree,Immune,Goblet (nasal),0
brush cell of trachebronchial tree,Immune,Goblet (subsegmental),0
brush cell of trachebronchial tree,Immune,Interstitial Mph perivascular,0
brush cell of trachebronchial tree,Immune,Monocyte-derived Mph,0
brush cell of trachebronchial tree,Immune,Multiciliated (nasal),0
brush cell of trachebronchial tree,Immune,Multiciliated (non-nasal),0
brush cell of trachebronchial tree,Immune,None,0
brush cell of trachebronchial tree,Immune,SMG serous (bronchial),0
brush cell of trachebronchial tree,Immune,SMG serous (nasal),0
brush cell of trachebronchial tree,Immune,pre-TB secretory,0
brush cell of trachebronchial tree,Stroma,AT0,0
brush cell of trachebronchial tree,Stroma,Alveolar Mph CCL3+,0
brush cell of trachebronchial tree,Stroma,Alveolar Mph MT-positive,0
brush cell of trachebronchial tree,Stroma,Alveolar Mph proliferating,0
brush cell of trachebronchial tree,Stroma,Club (nasal),0
brush cell of trachebronchial tree,Stroma,Club (non-nasal),0
brush cell of trachebronchial tree,Stroma,Goblet (bronchial),0
brush cell of trachebronchial tree,Stroma,Goblet (nasal),0
brush cell of trachebronchial tree,Stroma,Goblet (subsegmental),0
brush cell of trachebronchial tree,Stroma,Interstitial Mph perivascular,0
